{'seed': 2028, 'model': 'MF', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.001, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 256, 'num_hirearchy': 3, 'main_file': '2025041707_0.001_0.001_256', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 38441, 'n_items': 38000}, 'checkpoints': 'checkpoints'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.6867, Time: 6.66
Epoch 1: Rec Loss: 0.6610, Time: 6.68
Epoch 2: Rec Loss: 0.6067, Time: 6.82
Epoch 3: Rec Loss: 0.4745, Time: 6.83
Epoch 4: Rec Loss: 0.3140, Time: 6.85
Epoch 5: Rec Loss: 0.2188, Time: 6.84
Epoch 6: Rec Loss: 0.1739, Time: 6.80
Epoch 7: Rec Loss: 0.1505, Time: 6.85
Epoch 8: Rec Loss: 0.1367, Time: 6.84
Epoch 9: Rec Loss: 0.1275, Time: 6.84
Epoch 10: Rec Loss: 0.0745, Time: 10.13
Epoch 11: Rec Loss: 0.0717, Time: 10.13
Epoch 12: Rec Loss: 0.0703, Time: 10.10
Epoch 13: Rec Loss: 0.0690, Time: 10.09
Epoch 14: Rec Loss: 0.0673, Time: 10.09
Epoch 15: Rec Loss: 0.0657, Time: 10.11
Epoch 16: Rec Loss: 0.0635, Time: 10.18
Epoch 17: Rec Loss: 0.0610, Time: 10.05
Epoch 18: Rec Loss: 0.0581, Time: 10.05
Epoch 19: Rec Loss: 0.0560, Time: 10.05
Validation - Time: 155.29
Recommendation Performanceat Epoch 19:
Recall@20: 0.0560, NDCG@20: 0.0323;
Recall@50: 0.1059, NDCG@50: 0.0469;
Epoch 20: Rec Loss: 0.0539, Time: 9.88
Epoch 21: Rec Loss: 0.0519, Time: 9.89
Epoch 22: Rec Loss: 0.0504, Time: 10.05
Epoch 23: Rec Loss: 0.0490, Time: 10.06
Epoch 24: Rec Loss: 0.0484, Time: 10.06
Epoch 25: Rec Loss: 0.0471, Time: 10.07
Epoch 26: Rec Loss: 0.0465, Time: 10.04
Epoch 27: Rec Loss: 0.0460, Time: 10.05
Epoch 28: Rec Loss: 0.0450, Time: 10.06
Epoch 29: Rec Loss: 0.0453, Time: 10.07
Epoch 30: Rec Loss: 0.0449, Time: 10.04
Epoch 31: Rec Loss: 0.0453, Time: 10.05
Epoch 32: Rec Loss: 0.0451, Time: 10.07
Epoch 33: Rec Loss: 0.0447, Time: 10.07
Epoch 34: Rec Loss: 0.0447, Time: 10.04
Epoch 35: Rec Loss: 0.0446, Time: 10.07
Epoch 36: Rec Loss: 0.0443, Time: 10.12
Epoch 37: Rec Loss: 0.0438, Time: 10.11
Epoch 38: Rec Loss: 0.0437, Time: 10.12
Epoch 39: Rec Loss: 0.0436, Time: 10.13
Validation - Time: 155.26
Recommendation Performanceat Epoch 39:
Recall@20: 0.0611, NDCG@20: 0.0355;
Recall@50: 0.1134, NDCG@50: 0.0508;
Epoch 40: Rec Loss: 0.0432, Time: 9.99
Epoch 41: Rec Loss: 0.0432, Time: 9.96
Epoch 42: Rec Loss: 0.0427, Time: 10.07
Epoch 43: Rec Loss: 0.0426, Time: 10.09
Epoch 44: Rec Loss: 0.0425, Time: 10.11
Epoch 45: Rec Loss: 0.0421, Time: 10.09
Epoch 46: Rec Loss: 0.0421, Time: 10.04
Epoch 47: Rec Loss: 0.0417, Time: 10.02
Epoch 48: Rec Loss: 0.0417, Time: 10.08
Epoch 49: Rec Loss: 0.0413, Time: 10.11
Epoch 50: Rec Loss: 0.0411, Time: 10.10
Epoch 51: Rec Loss: 0.0409, Time: 10.12
Epoch 52: Rec Loss: 0.0411, Time: 10.12
Epoch 53: Rec Loss: 0.0405, Time: 10.13
Epoch 54: Rec Loss: 0.0405, Time: 10.13
Epoch 55: Rec Loss: 0.0404, Time: 10.12
Epoch 56: Rec Loss: 0.0404, Time: 10.13
Epoch 57: Rec Loss: 0.0400, Time: 10.12
Epoch 58: Rec Loss: 0.0400, Time: 10.09
Epoch 59: Rec Loss: 0.0401, Time: 10.07
Validation - Time: 154.41
Recommendation Performanceat Epoch 59:
Recall@20: 0.0650, NDCG@20: 0.0384;
Recall@50: 0.1215, NDCG@50: 0.0549;
Epoch 60: Rec Loss: 0.0398, Time: 9.94
Epoch 61: Rec Loss: 0.0394, Time: 9.96
Epoch 62: Rec Loss: 0.0395, Time: 9.97
Epoch 63: Rec Loss: 0.0392, Time: 10.09
Epoch 64: Rec Loss: 0.0392, Time: 10.13
Epoch 65: Rec Loss: 0.0390, Time: 10.09
Epoch 66: Rec Loss: 0.0390, Time: 10.09
Epoch 67: Rec Loss: 0.0388, Time: 10.09
Epoch 68: Rec Loss: 0.0388, Time: 10.10
Epoch 69: Rec Loss: 0.0385, Time: 10.11
Epoch 70: Rec Loss: 0.0387, Time: 10.10
