{'seed': 2024, 'model': 'LightGCN', 'dataset': 'MIND', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.0001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 1024, 'num_hirearchy': 3, 'main_file': '2025041606_0.01_0.0001_1024'}
LightGCN
{'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 1024, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 38441, #Item: 38000, #Ratings: 1210953, AvgLen: 31.5, Sparsity: 99.92
Create Dataloader with batch_size:2048
/home/minseo/vq2/PLD/utls/mydataset.py:196: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at /opt/conda/conda-bld/pytorch_1708025845206/work/torch/csrc/utils/tensor_new.cpp:618.)
  Graph = torch.sparse.IntTensor(index, data, torch.Size([self.n_users+self.n_items, self.n_users+self.n_items]))
Epoch 0: Rec Loss: 0.2098, Time: 10.75
Epoch 1: Rec Loss: 0.1702, Time: 10.42
Epoch 2: Rec Loss: 0.1416, Time: 10.44
Epoch 3: Rec Loss: 0.1173, Time: 10.43
Epoch 4: Rec Loss: 0.1000, Time: 10.44
Epoch 5: Rec Loss: 0.0872, Time: 10.47
Epoch 6: Rec Loss: 0.0775, Time: 10.46
Epoch 7: Rec Loss: 0.0704, Time: 10.44
Epoch 8: Rec Loss: 0.0651, Time: 10.44
Epoch 9: Rec Loss: 0.0604, Time: 10.58
Epoch 10: Rec Loss: 0.0407, Time: 19.13
Epoch 11: Rec Loss: 0.0385, Time: 19.09
Epoch 12: Rec Loss: 0.0395, Time: 19.11
Epoch 13: Rec Loss: 0.0373, Time: 19.08
Epoch 14: Rec Loss: 0.0352, Time: 19.07
Epoch 15: Rec Loss: 0.0348, Time: 19.13
Epoch 16: Rec Loss: 0.0357, Time: 19.10
Epoch 17: Rec Loss: 0.0346, Time: 19.11
Epoch 18: Rec Loss: 0.0337, Time: 19.11
Epoch 19: Rec Loss: 0.0329, Time: 19.12
Validation - Time: 153.90
Recommendation Performanceat Epoch 19:
Recall@20: 0.0860, NDCG@20: 0.0509;
Recall@50: 0.1568, NDCG@50: 0.0715;
Epoch 20: Rec Loss: 0.0327, Time: 19.11
Epoch 21: Rec Loss: 0.0327, Time: 19.09
Epoch 22: Rec Loss: 0.0324, Time: 19.14
Epoch 23: Rec Loss: 0.0318, Time: 19.10
Epoch 24: Rec Loss: 0.0315, Time: 19.09
Epoch 25: Rec Loss: 0.0311, Time: 19.10
Epoch 26: Rec Loss: 0.0304, Time: 19.12
Epoch 27: Rec Loss: 0.0300, Time: 19.09
Epoch 28: Rec Loss: 0.0302, Time: 19.11
Epoch 29: Rec Loss: 0.0301, Time: 19.26
Epoch 30: Rec Loss: 0.0297, Time: 19.13
Epoch 31: Rec Loss: 0.0297, Time: 19.03
Epoch 32: Rec Loss: 0.0293, Time: 18.96
Epoch 33: Rec Loss: 0.0297, Time: 18.98
Epoch 34: Rec Loss: 0.0293, Time: 18.97
Epoch 35: Rec Loss: 0.0293, Time: 19.10
Epoch 36: Rec Loss: 0.0293, Time: 19.03
Epoch 37: Rec Loss: 0.0290, Time: 18.97
Epoch 38: Rec Loss: 0.0290, Time: 19.02
Epoch 39: Rec Loss: 0.0287, Time: 19.06
Validation - Time: 154.56
Recommendation Performanceat Epoch 39:
Recall@20: 0.0916, NDCG@20: 0.0543;
Recall@50: 0.1643, NDCG@50: 0.0755;
Epoch 40: Rec Loss: 0.0288, Time: 19.03
Epoch 41: Rec Loss: 0.0286, Time: 19.03
Epoch 42: Rec Loss: 0.0287, Time: 19.02
Epoch 43: Rec Loss: 0.0283, Time: 19.03
Epoch 44: Rec Loss: 0.0282, Time: 19.01
Epoch 45: Rec Loss: 0.0281, Time: 18.99
Epoch 46: Rec Loss: 0.0281, Time: 19.00
Epoch 47: Rec Loss: 0.0281, Time: 18.99
Epoch 48: Rec Loss: 0.0280, Time: 19.00
Epoch 49: Rec Loss: 0.0282, Time: 18.99
Epoch 50: Rec Loss: 0.0280, Time: 18.99
Epoch 51: Rec Loss: 0.0279, Time: 19.01
Epoch 52: Rec Loss: 0.0279, Time: 19.02
Epoch 53: Rec Loss: 0.0277, Time: 19.03
Epoch 54: Rec Loss: 0.0277, Time: 19.11
Epoch 55: Rec Loss: 0.0278, Time: 19.13
Epoch 56: Rec Loss: 0.0279, Time: 19.12
Epoch 57: Rec Loss: 0.0280, Time: 19.12
Epoch 58: Rec Loss: 0.0280, Time: 19.16
