{'seed': 2027, 'model': 'MF', 'dataset': 'Gowalla', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 256, 'num_hirearchy': 3, 'begin_adv': 10, 'main_file': '2025041719_0.01_0.001_10_256', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 29857, 'n_items': 40981}, 'checkpoints': 'checkpoints'}
MF
{'device': device(type='cuda'), 'dim': 64, 'denoise_config': {'num_codebook': 256, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 29857, #Item: 40981, #Ratings: 1027361, AvgLen: 34.4, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.5190, Time: 6.01
Epoch 1: Rec Loss: 0.1891, Time: 5.98
Epoch 2: Rec Loss: 0.0979, Time: 5.99
Epoch 3: Rec Loss: 0.0742, Time: 5.98
Epoch 4: Rec Loss: 0.0655, Time: 5.99
Epoch 5: Rec Loss: 0.0618, Time: 5.97
Epoch 6: Rec Loss: 0.0595, Time: 6.00
Epoch 7: Rec Loss: 0.0589, Time: 5.88
Epoch 8: Rec Loss: 0.0587, Time: 5.66
Epoch 9: Rec Loss: 0.0585, Time: 5.66
Epoch 10: Rec Loss: 0.0435, Time: 8.57
Epoch 11: Rec Loss: 0.0415, Time: 8.57
Epoch 12: Rec Loss: 0.0390, Time: 8.54
Epoch 13: Rec Loss: 0.0382, Time: 8.59
Epoch 14: Rec Loss: 0.0378, Time: 8.58
Epoch 15: Rec Loss: 0.0387, Time: 8.52
Epoch 16: Rec Loss: 0.0383, Time: 8.53
Epoch 17: Rec Loss: 0.0387, Time: 8.53
Epoch 18: Rec Loss: 0.0393, Time: 8.58
Epoch 19: Rec Loss: 0.0396, Time: 8.54
Validation - Time: 126.82
Recommendation Performanceat Epoch 19:
Recall@20: 0.0965, NDCG@20: 0.0540;
Recall@50: 0.1785, NDCG@50: 0.0773;
Epoch 20: Rec Loss: 0.0394, Time: 8.53
Epoch 21: Rec Loss: 0.0399, Time: 8.53
Epoch 22: Rec Loss: 0.0407, Time: 8.58
Epoch 23: Rec Loss: 0.0407, Time: 8.54
Epoch 24: Rec Loss: 0.0405, Time: 8.53
Epoch 25: Rec Loss: 0.0407, Time: 8.58
Epoch 26: Rec Loss: 0.0406, Time: 8.54
Epoch 27: Rec Loss: 0.0406, Time: 8.53
Epoch 28: Rec Loss: 0.0398, Time: 8.54
Epoch 29: Rec Loss: 0.0394, Time: 8.62
Epoch 30: Rec Loss: 0.0395, Time: 8.58
Epoch 31: Rec Loss: 0.0384, Time: 8.56
Epoch 32: Rec Loss: 0.0391, Time: 8.58
Epoch 33: Rec Loss: 0.0390, Time: 8.61
Epoch 34: Rec Loss: 0.0390, Time: 8.58
Epoch 35: Rec Loss: 0.0383, Time: 8.56
Epoch 36: Rec Loss: 0.0386, Time: 8.58
Epoch 37: Rec Loss: 0.0385, Time: 8.59
Epoch 38: Rec Loss: 0.0380, Time: 8.59
Epoch 39: Rec Loss: 0.0379, Time: 8.57
Validation - Time: 126.63
Recommendation Performanceat Epoch 39:
Recall@20: 0.0979, NDCG@20: 0.0542;
Recall@50: 0.1846, NDCG@50: 0.0789;
Epoch 40: Rec Loss: 0.0381, Time: 8.59
Epoch 41: Rec Loss: 0.0392, Time: 8.55
Epoch 42: Rec Loss: 0.0391, Time: 8.54
Epoch 43: Rec Loss: 0.0389, Time: 8.54
Epoch 44: Rec Loss: 0.0395, Time: 8.60
Epoch 45: Rec Loss: 0.0393, Time: 8.55
Epoch 46: Rec Loss: 0.0388, Time: 8.54
Epoch 47: Rec Loss: 0.0393, Time: 8.53
Epoch 48: Rec Loss: 0.0386, Time: 8.56
Epoch 49: Rec Loss: 0.0386, Time: 8.56
Epoch 50: Rec Loss: 0.0394, Time: 8.56
Epoch 51: Rec Loss: 0.0389, Time: 8.60
Epoch 52: Rec Loss: 0.0390, Time: 8.56
Epoch 53: Rec Loss: 0.0380, Time: 8.58
Epoch 54: Rec Loss: 0.0372, Time: 8.56
Epoch 55: Rec Loss: 0.0360, Time: 8.60
