{'seed': 2025, 'model': 'LightGCN', 'dataset': 'Gowalla', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.01, 'weight_decay': 0.0001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 512, 'num_hirearchy': 3, 'main_file': '2025041620_0.01_0.0001_512', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 512, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 29857, 'n_items': 40981}, 'checkpoints': 'checkpoints'}
LightGCN
{'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 512, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 29857, #Item: 40981, #Ratings: 1027361, AvgLen: 34.4, Sparsity: 99.92
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.1686, Time: 8.63
Epoch 1: Rec Loss: 0.0741, Time: 8.77
Epoch 2: Rec Loss: 0.0617, Time: 8.77
Epoch 3: Rec Loss: 0.0536, Time: 8.68
Epoch 4: Rec Loss: 0.0492, Time: 8.67
Epoch 5: Rec Loss: 0.0452, Time: 8.69
Epoch 6: Rec Loss: 0.0427, Time: 8.66
Epoch 7: Rec Loss: 0.0401, Time: 8.66
Epoch 8: Rec Loss: 0.0382, Time: 8.64
Epoch 9: Rec Loss: 0.0363, Time: 8.67
Epoch 10: Rec Loss: 0.0257, Time: 13.17
Epoch 11: Rec Loss: 0.0250, Time: 13.18
Epoch 12: Rec Loss: 0.0233, Time: 13.16
Epoch 13: Rec Loss: 0.0236, Time: 13.17
Epoch 14: Rec Loss: 0.0232, Time: 13.17
Epoch 15: Rec Loss: 0.0226, Time: 13.17
Epoch 16: Rec Loss: 0.0223, Time: 13.18
Epoch 17: Rec Loss: 0.0221, Time: 13.17
Epoch 18: Rec Loss: 0.0218, Time: 13.18
Epoch 19: Rec Loss: 0.0215, Time: 13.17
Validation - Time: 129.46
Recommendation Performanceat Epoch 19:
Recall@20: 0.1584, NDCG@20: 0.1033;
Recall@50: 0.2541, NDCG@50: 0.1310;
Epoch 20: Rec Loss: 0.0211, Time: 12.94
Epoch 21: Rec Loss: 0.0209, Time: 12.96
Epoch 22: Rec Loss: 0.0207, Time: 12.94
Epoch 23: Rec Loss: 0.0205, Time: 12.95
Epoch 24: Rec Loss: 0.0205, Time: 12.95
Epoch 25: Rec Loss: 0.0198, Time: 12.94
Epoch 26: Rec Loss: 0.0196, Time: 13.02
Epoch 27: Rec Loss: 0.0196, Time: 13.10
Epoch 28: Rec Loss: 0.0188, Time: 13.14
Epoch 29: Rec Loss: 0.0196, Time: 13.16
Epoch 30: Rec Loss: 0.0194, Time: 13.18
Epoch 31: Rec Loss: 0.0187, Time: 13.16
Epoch 32: Rec Loss: 0.0186, Time: 13.16
Epoch 33: Rec Loss: 0.0181, Time: 13.17
Epoch 34: Rec Loss: 0.0180, Time: 13.17
Epoch 35: Rec Loss: 0.0179, Time: 13.17
Epoch 36: Rec Loss: 0.0180, Time: 13.16
Epoch 37: Rec Loss: 0.0179, Time: 13.16
Epoch 38: Rec Loss: 0.0182, Time: 13.17
Epoch 39: Rec Loss: 0.0182, Time: 13.26
Validation - Time: 129.89
Recommendation Performanceat Epoch 39:
Recall@20: 0.1637, NDCG@20: 0.1070;
Recall@50: 0.2647, NDCG@50: 0.1359;
Epoch 40: Rec Loss: 0.0183, Time: 13.13
Epoch 41: Rec Loss: 0.0184, Time: 13.01
Epoch 42: Rec Loss: 0.0186, Time: 12.95
Epoch 43: Rec Loss: 0.0186, Time: 12.94
Epoch 44: Rec Loss: 0.0187, Time: 12.94
Epoch 45: Rec Loss: 0.0189, Time: 12.97
Epoch 46: Rec Loss: 0.0192, Time: 12.95
Epoch 47: Rec Loss: 0.0190, Time: 12.94
Epoch 48: Rec Loss: 0.0189, Time: 12.95
Epoch 49: Rec Loss: 0.0186, Time: 12.95
Epoch 50: Rec Loss: 0.0186, Time: 12.96
Epoch 51: Rec Loss: 0.0184, Time: 13.06
Epoch 52: Rec Loss: 0.0182, Time: 13.10
Epoch 53: Rec Loss: 0.0180, Time: 13.09
Epoch 54: Rec Loss: 0.0179, Time: 13.12
Epoch 55: Rec Loss: 0.0178, Time: 13.18
Epoch 56: Rec Loss: 0.0181, Time: 13.17
Epoch 57: Rec Loss: 0.0180, Time: 13.18
Epoch 58: Rec Loss: 0.0182, Time: 13.18
Epoch 59: Rec Loss: 0.0179, Time: 13.19
Validation - Time: 130.50
Recommendation Performanceat Epoch 59:
Recall@20: 0.1665, NDCG@20: 0.1084;
Recall@50: 0.2684, NDCG@50: 0.1378;
Epoch 60: Rec Loss: 0.0183, Time: 13.18
Epoch 61: Rec Loss: 0.0188, Time: 13.18
Epoch 62: Rec Loss: 0.0187, Time: 13.16
Epoch 63: Rec Loss: 0.0189, Time: 13.18
Epoch 64: Rec Loss: 0.0188, Time: 13.19
Epoch 65: Rec Loss: 0.0188, Time: 13.16
Epoch 66: Rec Loss: 0.0180, Time: 13.03
Epoch 67: Rec Loss: 0.0186, Time: 13.01
Epoch 68: Rec Loss: 0.0188, Time: 13.01
Epoch 69: Rec Loss: 0.0188, Time: 13.02
Epoch 70: Rec Loss: 0.0190, Time: 13.01
Epoch 71: Rec Loss: 0.0189, Time: 13.02
Epoch 72: Rec Loss: 0.0188, Time: 13.00
Epoch 73: Rec Loss: 0.0184, Time: 13.02
Epoch 74: Rec Loss: 0.0183, Time: 13.01
Epoch 75: Rec Loss: 0.0181, Time: 13.02
Epoch 76: Rec Loss: 0.0182, Time: 12.99
Epoch 77: Rec Loss: 0.0180, Time: 12.97
Epoch 78: Rec Loss: 0.0188, Time: 12.98
Epoch 79: Rec Loss: 0.0184, Time: 12.95
Validation - Time: 129.33
Recommendation Performanceat Epoch 79:
Recall@20: 0.1684, NDCG@20: 0.1095;
Recall@50: 0.2718, NDCG@50: 0.1394;
Epoch 80: Rec Loss: 0.0186, Time: 14.76
Epoch 81: Rec Loss: 0.0185, Time: 13.91
Epoch 82: Rec Loss: 0.0180, Time: 13.15
Epoch 83: Rec Loss: 0.0186, Time: 13.17
Epoch 84: Rec Loss: 0.0185, Time: 13.17
Epoch 85: Rec Loss: 0.0184, Time: 13.19
Epoch 86: Rec Loss: 0.0184, Time: 13.19
Epoch 87: Rec Loss: 0.0183, Time: 13.20
Epoch 88: Rec Loss: 0.0186, Time: 13.13
Epoch 89: Rec Loss: 0.0184, Time: 13.11
Epoch 90: Rec Loss: 0.0184, Time: 13.12
Epoch 91: Rec Loss: 0.0185, Time: 13.10
Epoch 92: Rec Loss: 0.0184, Time: 13.14
Epoch 93: Rec Loss: 0.0180, Time: 13.11
Epoch 94: Rec Loss: 0.0179, Time: 13.11
Epoch 95: Rec Loss: 0.0179, Time: 13.12
Epoch 96: Rec Loss: 0.0183, Time: 13.12
Epoch 97: Rec Loss: 0.0183, Time: 13.12
Epoch 98: Rec Loss: 0.0183, Time: 13.12
