{'seed': 2026, 'model': 'LightGCN', 'dataset': 'Yelp', 'min_interaction': 10, 'noise': 0.0, 'add_p': 1.0, 'out_dim': 64, 'use_gpu': True, 'device': device(type='cuda'), 'device_id': [0], 'batch_size': 2048, 'test_batch_size': 2048, 'patience': 100, 'val_interval': 20, 'lr': 0.001, 'weight_decay': 0.001, 'min_epochs': 40, 'n_epochs': 100, 'rec_top_k': [20, 50], 'method': 'VQ', 'temp': 0.1, 'item_num': 5, 'num_codebook': 1024, 'num_hirearchy': 3, 'main_file': '2025041615_0.001_0.001_1024', 'model_config': {'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 1024, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}, 'n_users': 31668, 'n_items': 38048}, 'checkpoints': 'checkpoints'}
LightGCN
{'device': device(type='cuda'), 'dim': 64, 'n_layers': 4, 'denoise_config': {'num_codebook': 1024, 'num_hirearchy': 3, 'codebook_dimension': 64, 'begin_adv': 10}}
#User: 31668, #Item: 38048, #Ratings: 1561406, AvgLen: 49.3, Sparsity: 99.88
Create Dataloader with batch_size:2048
Epoch 0: Rec Loss: 0.3868, Time: 15.38
Epoch 1: Rec Loss: 0.1824, Time: 15.40
Epoch 2: Rec Loss: 0.1722, Time: 15.40
Epoch 3: Rec Loss: 0.1675, Time: 15.41
Epoch 4: Rec Loss: 0.1631, Time: 15.40
Epoch 5: Rec Loss: 0.1582, Time: 15.41
Epoch 6: Rec Loss: 0.1531, Time: 15.38
Epoch 7: Rec Loss: 0.1495, Time: 15.40
Epoch 8: Rec Loss: 0.1455, Time: 15.40
Epoch 9: Rec Loss: 0.1422, Time: 15.42
Epoch 10: Rec Loss: 0.0984, Time: 27.77
Epoch 11: Rec Loss: 0.0938, Time: 27.76
Epoch 12: Rec Loss: 0.1024, Time: 27.76
Epoch 13: Rec Loss: 0.0986, Time: 27.75
Epoch 14: Rec Loss: 0.1037, Time: 27.75
Epoch 15: Rec Loss: 0.1012, Time: 27.77
Epoch 16: Rec Loss: 0.0970, Time: 27.76
Epoch 17: Rec Loss: 0.1027, Time: 27.77
Epoch 18: Rec Loss: 0.1042, Time: 27.78
Epoch 19: Rec Loss: 0.1011, Time: 27.78
Validation - Time: 185.89
Recommendation Performanceat Epoch 19:
Recall@20: 0.0526, NDCG@20: 0.0343;
Recall@50: 0.1009, NDCG@50: 0.0503;
Epoch 20: Rec Loss: 0.0958, Time: 27.73
Epoch 21: Rec Loss: 0.1015, Time: 27.77
Epoch 22: Rec Loss: 0.0986, Time: 27.77
Epoch 23: Rec Loss: 0.1013, Time: 27.80
Epoch 24: Rec Loss: 0.0998, Time: 27.83
Epoch 25: Rec Loss: 0.0974, Time: 27.78
Epoch 26: Rec Loss: 0.1022, Time: 27.78
Epoch 27: Rec Loss: 0.0985, Time: 27.77
Epoch 28: Rec Loss: 0.1005, Time: 27.74
Epoch 29: Rec Loss: 0.0988, Time: 27.77
Epoch 30: Rec Loss: 0.0984, Time: 27.77
Epoch 31: Rec Loss: 0.0966, Time: 27.80
Epoch 32: Rec Loss: 0.0956, Time: 27.81
Epoch 33: Rec Loss: 0.0947, Time: 27.75
Epoch 34: Rec Loss: 0.0965, Time: 27.76
